doc,type,topic,count
57,6,8,1
57,7,8,1
57,12,8,1
57,27,2,1
57,28,2,1
57,28,8,2
57,30,2,1
57,32,2,1
57,32,8,1
57,34,4,2
57,41,8,1
57,51,4,1
57,73,8,1
57,132,4,1
57,139,8,1
57,147,2,1
57,152,2,1
57,155,2,1
57,158,2,2
57,170,2,1
57,196,4,1
57,201,2,2
57,201,4,1
57,201,8,1
57,256,2,1
57,256,4,1
57,264,8,1
57,282,2,1
57,300,4,1
57,319,2,1
57,319,8,1
57,335,8,3
57,336,8,3
57,368,2,1
57,373,2,1
57,392,8,1
57,444,4,1
57,463,4,1
57,512,2,2
57,512,4,1
57,549,1,1
57,549,4,2
57,582,2,1
57,596,2,1
57,648,4,1
57,658,2,1
57,775,2,2
57,783,4,1
57,807,8,1
57,879,8,1
57,898,4,1
57,898,8,1
57,913,2,1
57,935,4,1
57,953,8,1
57,954,8,13
57,955,8,1
57,956,2,3
57,957,8,3
57,958,8,1
57,959,8,2
57,960,2,1
57,961,2,3
57,962,8,1
57,963,2,1
57,964,2,1
57,965,4,1
57,966,8,2
57,967,2,2
57,968,4,1
57,969,8,1
57,970,8,1
57,971,2,1
57,972,2,1
57,973,2,1
57,974,2,2
57,975,8,1
57,976,2,1
57,977,2,1
57,978,8,1
57,979,2,1
57,980,8,1
57,981,8,1
57,982,2,1
57,983,8,2
57,984,2,1
57,985,8,1
57,986,4,2
57,987,8,4
57,988,8,2
57,989,8,1
57,990,8,1
57,991,8,1
57,992,2,1
57,993,2,1
57,994,4,1
57,995,8,1
57,996,8,1
57,997,4,1
57,998,8,1
57,999,8,1
57,1000,2,1
58,40,3,3
58,47,3,2
58,89,3,2
58,102,3,1
58,110,3,1
58,130,3,1
58,158,2,1
58,203,3,1
58,282,3,1
58,444,4,1
58,618,3,2
58,641,3,1
58,1001,3,1
58,1002,2,1
59,88,2,1
59,113,3,1
59,157,2,1
59,249,6,2
59,423,3,2
59,500,3,1
59,617,1,1
59,634,3,1
59,921,3,1
59,928,3,1
59,992,4,1
59,1003,3,2
59,1004,1,1
59,1005,3,2
59,1006,3,1
59,1007,2,1
59,1008,3,1
59,1009,2,1
59,1010,1,1
60,47,3,3
60,55,4,1
60,87,1,1
60,102,1,1
60,170,1,1
60,176,1,1
60,201,4,1
60,237,4,1
60,318,1,1
60,658,1,1
60,805,1,1
60,906,1,5
60,1011,1,2
60,1012,1,2
60,1013,1,1
60,1014,1,2
60,1015,4,1
60,1016,3,1
60,1017,3,1
61,0,9,11
61,9,9,11
61,10,9,1
61,38,9,1
61,62,5,1
61,76,9,2
61,120,9,4
61,121,9,1
61,133,9,2
61,142,9,5
61,149,9,1
61,174,9,1
61,227,3,1
61,243,9,1
61,318,4,1
61,340,9,1
61,343,9,3
61,348,9,3
61,404,9,2
61,438,9,1
61,686,9,1
61,922,9,3
61,986,9,1
61,1018,9,2
61,1019,9,1
61,1020,9,2
61,1021,9,4
61,1022,9,1
61,1023,9,1
61,1024,9,1
61,1025,9,1
61,1026,9,1
61,1027,9,1
61,1028,9,1
61,1029,9,1
61,1030,9,1
61,1031,9,1
61,1032,5,1
61,1033,9,1
61,1034,9,1
61,1035,9,1
61,1036,9,1
61,1037,5,1
61,1038,9,1
61,1039,9,1
61,1040,5,1
61,1041,9,1
61,1042,9,2
61,1043,9,3
61,1044,9,1
61,1045,9,1
61,1046,9,1
61,1047,9,1
61,1048,9,1
62,40,3,4
62,47,3,1
62,75,5,1
62,89,3,2
62,110,4,1
62,158,4,1
62,182,3,1
62,191,5,1
62,570,4,1
62,618,3,1
62,657,5,1
62,922,9,1
62,1049,5,2
62,1050,4,1
62,1051,5,2
62,1052,5,1
63,5,6,1
63,12,3,1
63,40,3,2
63,50,3,1
63,62,3,1
63,90,4,3
63,96,5,1
63,182,3,6
63,185,3,1
63,188,4,1
63,191,5,1
63,220,3,1
63,237,4,1
63,464,3,3
63,464,7,1
63,598,4,1
63,613,1,1
63,693,3,1
63,792,5,1
63,856,4,2
63,1000,3,1
63,1024,5,1
63,1053,3,2
63,1053,5,1
63,1054,5,1
63,1055,6,1
63,1056,3,2
63,1057,5,1
63,1058,5,1
63,1059,3,1
63,1060,3,1
64,2,0,1
64,3,1,1
64,4,3,1
64,4,8,1
64,32,1,1
64,40,3,7
64,47,3,1
64,55,3,1
64,104,3,1
64,130,3,6
64,158,3,1
64,182,3,2
64,231,1,7
64,281,3,1
64,321,1,2
64,321,8,1
64,359,3,1
64,368,1,1
64,397,3,1
64,499,0,1
64,499,8,7
64,590,1,1
64,679,5,1
64,812,3,1
64,812,8,1
64,821,0,1
64,921,3,2
64,1003,3,2
64,1061,1,1
64,1062,1,1
64,1063,1,4
64,1064,1,1
64,1064,8,1
64,1065,3,1
64,1066,1,1
64,1067,1,1
65,0,9,1
65,12,8,1
65,120,9,1
65,343,9,1
65,1018,9,1
65,1033,4,1
65,1068,8,2
65,1069,7,1
65,1069,9,1
65,1070,8,3
65,1071,9,2
65,1072,9,2
65,1073,8,1
65,1074,8,1
66,0,8,1
66,27,8,3
66,91,8,1
66,98,8,1
66,109,4,1
66,120,8,3
66,125,8,4
66,201,8,1
66,326,8,4
66,327,8,3
66,337,8,4
66,340,8,1
66,343,8,1
66,487,8,1
66,499,8,5
66,600,8,1
66,614,8,1
66,624,8,2
66,833,8,1
66,1075,8,2
66,1076,8,4
66,1077,8,1
66,1078,8,1
66,1079,8,3
66,1080,8,1
66,1081,8,1
66,1082,8,1
67,0,9,2
67,1,8,3
67,1,9,2
67,6,9,1
67,9,9,2
67,75,9,2
67,78,9,1
67,91,8,1
67,113,8,1
67,130,9,3
67,139,8,1
67,153,8,1
67,201,8,1
67,292,8,1
67,324,8,1
67,326,8,1
67,327,8,3
67,337,8,1
67,339,8,2
67,340,8,2
67,343,8,5
67,353,8,1
67,365,8,2
67,487,8,1
67,507,9,1
67,566,8,1
67,566,9,1
67,598,2,1
67,621,8,1
67,1045,9,1
67,1072,8,1
67,1083,8,2
67,1084,9,1
67,1085,8,1
67,1086,8,1
67,1087,8,1
67,1088,9,1
67,1089,8,1
67,1090,8,2
67,1091,8,1
67,1092,9,1
67,1093,8,1
67,1094,8,1
67,1095,9,1
67,1096,8,1
67,1097,8,1
67,1098,8,1
67,1099,8,1
68,0,8,1
68,0,9,1
68,1,8,1
68,1,9,4
68,5,2,1
68,12,8,1
68,120,9,2
68,124,9,1
68,130,9,1
68,158,2,1
68,193,9,3
68,337,8,1
68,343,8,1
68,343,9,1
68,353,2,2
68,353,8,1
68,365,2,1
68,538,8,1
68,555,8,1
68,566,8,1
68,567,9,1
68,620,8,1
68,621,8,1
68,627,8,1
68,724,9,1
68,1028,9,1
68,1087,8,1
68,1100,8,3
68,1101,8,3
68,1102,8,1
68,1103,8,1
68,1104,8,1
68,1105,8,1
68,1106,9,1
68,1107,4,1
69,40,3,4
69,50,3,1
69,71,1,2
69,195,1,1
69,202,1,1
69,231,1,1
69,289,1,2
69,300,3,1
69,321,1,1
69,516,1,1
69,575,3,1
69,720,1,1
69,770,1,1
69,1021,1,1
69,1063,1,3
69,1108,1,1
69,1109,1,1
69,1110,1,1
69,1111,3,1
69,1112,8,1
69,1113,8,1
69,1114,8,1
69,1115,1,1
70,12,2,1
70,12,3,1
70,12,6,1
70,23,2,1
70,27,4,1
70,51,2,1
70,65,2,1
70,89,2,1
70,130,2,3
70,180,2,1
70,201,2,1
70,256,2,1
70,257,2,1
70,257,6,1
70,318,2,1
70,322,2,1
70,414,2,1
70,575,2,2
70,747,2,4
70,1116,6,2
70,1117,2,1
70,1118,6,1
70,1119,2,1
70,1120,2,1
70,1121,2,1
70,1122,6,1
70,1123,2,1
70,1124,3,1
70,1125,2,1
70,1126,2,1
71,40,3,1
71,47,3,1
71,90,1,1
71,130,3,1
71,281,3,2
71,362,3,1
71,364,8,1
71,543,3,2
71,624,8,1
71,772,3,2
71,1099,4,1
71,1127,4,1
71,1128,3,1
71,1129,8,1
72,0,9,3
72,1,9,2
72,4,1,1
72,9,9,1
72,10,1,1
72,76,9,1
72,125,8,1
72,231,1,2
72,326,8,1
72,348,9,1
72,507,9,1
72,516,1,1
72,613,1,1
72,1018,9,1
72,1027,9,1
72,1045,9,1
72,1063,1,1
72,1097,8,1
72,1130,8,1
72,1131,8,1
72,1132,3,1
72,1132,5,1
72,1133,1,1
72,1134,8,1
72,1135,8,1
73,2,2,1
73,6,1,1
73,6,2,1
73,7,8,2
73,17,1,1
73,17,2,2
73,17,4,1
73,18,2,1
73,32,2,1
73,38,2,1
73,40,3,1
73,47,3,3
73,51,1,1
73,55,3,1
73,65,2,1
73,79,3,1
73,88,2,4
73,89,3,1
73,90,2,1
73,95,1,1
73,146,2,1
73,151,2,1
73,151,3,2
73,158,2,1
73,170,2,1
73,188,2,1
73,299,3,1
73,343,8,1
73,375,3,3
73,473,2,1
73,506,2,1
73,537,4,1
73,563,2,1
73,572,2,2
73,572,8,1
73,585,2,1
73,586,3,1
73,617,1,2
73,620,1,1
73,621,8,1
73,630,1,1
73,722,2,1
73,813,8,1
73,831,2,1
73,831,3,3
73,832,8,4
73,1003,3,2
73,1009,8,1
73,1134,3,1
73,1134,8,1
73,1136,1,1
73,1137,3,2
73,1138,3,1
73,1139,1,1
73,1140,2,1
73,1141,2,1
74,10,3,2
74,11,9,1
74,40,3,5
74,60,1,1
74,62,9,1
74,73,3,1
74,78,9,2
74,79,9,1
74,89,3,3
74,130,3,2
74,130,9,1
74,182,2,1
74,182,3,1
74,208,3,4
74,208,9,1
74,216,3,1
74,300,3,1
74,378,1,1
74,472,4,1
74,525,9,1
74,810,3,1
74,1142,3,3
74,1143,1,1
74,1144,3,1
74,1145,4,1
74,1146,3,1
74,1147,4,1
74,1148,1,1
74,1149,3,1
74,1150,2,1
75,12,6,1
75,57,7,1
75,153,8,1
75,249,6,1
75,880,6,2
75,883,8,2
75,1002,6,1
75,1014,7,2
75,1151,7,2
75,1152,8,1
75,1153,8,1
76,0,9,2
76,5,9,1
76,55,4,1
76,78,9,1
76,90,4,1
76,115,9,4
76,116,4,1
76,117,4,1
76,122,4,2
76,122,9,1
76,148,4,1
76,151,9,1
76,153,4,1
76,159,9,2
76,276,4,2
76,276,9,1
76,287,1,2
76,288,9,1
76,289,1,1
76,319,4,2
76,414,4,3
76,436,9,4
76,437,4,3
76,445,4,1
76,519,6,1
76,565,9,1
76,575,9,2
76,582,9,1
76,637,9,1
76,648,4,1
76,657,6,1
76,657,9,1
76,721,4,1
76,777,4,2
76,804,9,1
76,853,9,7
76,921,4,1
76,1023,4,2
76,1023,9,1
76,1102,4,2
76,1154,9,1
76,1155,4,2
76,1155,9,1
76,1156,4,2
76,1157,9,1
76,1158,1,1
76,1159,9,1
76,1160,4,1
76,1161,4,2
76,1162,4,1
76,1163,4,1
76,1164,4,2
76,1165,9,1
76,1166,4,1
76,1167,4,1
76,1168,4,1
76,1169,4,2
76,1170,9,1
76,1171,4,1
76,1172,9,1
76,1173,4,1
77,12,3,1
77,40,3,2
77,47,3,1
77,130,3,5
77,130,5,1
77,153,3,1
77,158,3,2
77,333,3,1
77,375,3,1
77,397,3,2
77,435,3,1
77,1174,3,1
77,1175,3,1
77,1176,3,2
77,1177,2,1
77,1178,4,1
77,1179,3,1
78,20,8,2
78,40,3,2
78,47,5,1
78,90,2,1
78,97,3,1
78,182,3,2
78,250,2,1
78,353,2,1
78,364,4,1
78,431,2,1
78,660,5,2
78,893,3,1
78,893,5,1
78,921,3,3
78,921,4,1
78,937,2,1
78,937,4,1
78,1052,2,1
78,1180,5,1
78,1180,6,1
78,1181,5,2
78,1182,4,2
78,1183,5,2
78,1184,3,1
78,1185,2,1
78,1186,5,1
79,0,9,7
79,21,1,1
79,34,4,1
79,38,8,1
79,55,2,1
79,58,1,1
79,62,1,1
79,74,9,2
79,76,9,3
79,90,1,1
79,113,9,1
79,281,4,1
79,365,2,1
79,408,2,1
79,408,8,1
79,431,8,1
79,499,8,1
79,526,8,1
79,609,2,1
79,725,1,1
79,800,8,2
79,807,1,1
79,813,8,1
79,890,9,2
79,1187,4,1
79,1187,8,1
79,1188,9,1
79,1189,1,1
79,1190,8,1
79,1191,1,1
79,1192,8,1
79,1193,2,1
79,1194,8,1
79,1195,1,1
79,1196,9,1
80,30,5,1
80,37,2,1
80,44,5,1
80,47,3,1
80,55,5,2
80,74,5,1
80,90,4,1
80,281,2,1
80,348,5,3
80,351,2,1
80,564,2,1
80,1002,6,1
80,1197,3,1
80,1197,5,2
80,1198,5,2
80,1199,5,1
80,1200,3,1
81,2,9,1
81,9,9,2
81,55,1,1
81,127,9,1
81,130,2,1
81,135,9,1
81,231,1,1
81,321,1,2
81,516,1,1
81,563,2,1
81,641,3,1
81,773,2,1
81,1063,1,1
81,1065,3,1
81,1201,9,3
81,1202,9,2
81,1203,2,2
81,1204,9,1
81,1205,9,1
81,1206,9,1
81,1207,2,1
82,0,9,4
82,1,9,2
82,62,9,1
82,130,9,1
82,204,9,1
82,215,9,1
82,292,2,1
82,353,2,2
82,682,9,1
82,795,9,1
82,853,9,3
82,856,9,3
82,868,2,1
82,911,6,1
82,1072,9,4
82,1208,9,2
82,1209,9,1
82,1210,0,1
83,2,9,4
83,9,9,4
83,12,1,1
83,27,2,1
83,80,9,6
83,130,9,6
83,142,9,1
83,170,9,1
83,264,9,2
83,439,9,1
83,596,9,1
83,630,9,1
83,642,9,1
83,725,1,1
83,865,9,1
83,1211,1,1
83,1212,2,1
83,1213,9,1
83,1214,9,1
83,1215,9,1
83,1216,9,1
83,1217,1,1
84,4,7,1
84,5,6,1
84,9,9,6
84,61,1,3
84,91,4,1
84,107,7,1
84,130,9,1
84,133,9,1
84,227,1,1
84,249,6,1
84,289,1,1
84,343,9,2
84,380,4,1
84,469,4,1
84,548,6,1
84,549,7,1
84,609,4,1
84,609,7,2
84,648,4,1
84,746,7,1
84,879,1,1
84,886,4,1
84,997,7,1
84,1139,1,1
84,1151,7,2
84,1218,1,2
84,1218,7,1
84,1219,7,1
84,1220,7,5
84,1221,4,1
84,1222,4,1
84,1223,7,1
84,1224,1,1
84,1225,7,1
84,1226,4,2
84,1227,4,1
84,1228,7,1
84,1229,4,1
84,1230,1,1
84,1231,4,1
84,1232,1,1
84,1233,4,1
85,4,6,1
85,40,3,1
85,75,9,1
85,130,2,1
85,130,9,1
85,158,2,1
85,182,3,2
85,188,2,1
85,256,2,1
85,301,3,1
85,322,2,1
85,353,2,2
85,536,2,1
85,585,2,2
85,588,3,1
85,649,2,1
85,753,3,1
85,779,2,1
85,913,2,1
85,1234,3,1
85,1235,6,1
85,1236,2,1
85,1237,2,1
85,1238,2,1
85,1239,6,1
85,1240,6,1
85,1241,9,1
85,1242,2,1
86,0,9,3
86,1,9,3
86,78,9,1
86,89,9,2
86,102,4,1
86,149,9,1
86,264,9,1
86,300,4,1
86,375,9,1
86,390,9,2
86,404,9,1
86,657,9,1
86,785,4,2
86,1070,4,1
86,1243,4,1
86,1244,9,1
87,6,8,1
87,25,8,1
87,40,3,3
87,119,8,1
87,153,8,1
87,180,2,1
87,257,2,1
87,319,3,1
87,327,8,1
87,353,2,3
87,353,8,1
87,358,3,1
87,358,8,2
87,364,2,1
87,364,3,1
87,496,2,1
87,499,8,5
87,504,8,1
87,506,2,1
87,536,4,1
87,913,2,1
87,1030,4,1
87,1076,8,1
87,1085,2,1
87,1099,4,1
87,1245,8,3
87,1246,2,1
87,1247,8,1
87,1248,8,1
87,1249,2,1
87,1250,8,2
87,1251,2,1
88,5,3,1
88,5,4,1
88,10,3,1
88,40,3,3
88,55,4,1
88,90,4,1
88,130,3,1
88,158,3,1
88,158,4,1
88,195,4,1
88,206,4,1
88,234,4,1
88,250,4,1
88,256,3,1
88,300,3,2
88,319,4,1
88,374,3,1
88,399,3,1
88,534,4,1
88,564,4,1
88,570,3,1
88,609,3,1
88,614,3,1
88,1002,4,1
88,1252,4,1
88,1253,3,1
88,1254,3,2
88,1255,3,1
88,1256,3,1
88,1257,3,1
89,1,8,1
89,1,9,2
89,7,8,4
89,77,9,1
89,153,8,1
89,158,2,1
89,343,8,1
89,348,9,1
89,353,2,1
89,399,8,1
89,473,9,1
89,499,8,4
89,529,9,1
89,555,8,1
89,564,8,1
89,653,8,1
89,862,8,1
89,1022,8,1
89,1025,8,1
89,1025,9,1
89,1072,8,1
89,1095,9,1
89,1258,8,2
89,1259,2,1
89,1260,2,2
89,1261,2,1
89,1262,9,1
89,1263,8,1
89,1264,8,1
89,1265,5,1
89,1266,8,1
89,1267,8,1
89,1268,9,1
89,1269,2,1
89,1270,9,1
89,1271,8,1
89,1272,8,1
90,38,4,1
90,40,3,2
90,47,3,2
90,55,2,1
90,85,2,1
90,89,2,1
90,91,4,1
90,130,3,2
90,151,3,1
90,158,2,1
90,188,4,1
90,204,4,1
90,247,3,2
90,256,2,1
90,329,2,1
90,375,2,1
90,380,4,1
90,399,4,1
90,564,4,1
90,682,4,1
90,779,2,1
90,869,4,1
90,937,4,1
90,1099,4,1
90,1273,3,3
90,1274,3,1
90,1275,4,1
90,1276,1,1
90,1277,3,1
90,1278,2,1
90,1279,4,1
90,1280,2,1
90,1281,3,1
91,38,3,1
91,40,3,5
91,47,3,1
91,56,5,1
91,60,3,1
91,62,5,1
91,79,3,1
91,79,5,1
91,89,3,5
91,96,5,3
91,188,3,1
91,632,2,1
91,747,3,1
91,792,5,3
91,797,3,1
91,1282,3,1
91,1283,3,1
91,1284,5,1
91,1285,3,1
91,1286,5,1
91,1287,5,1
92,56,4,2
92,138,5,1
92,188,1,1
92,215,4,1
92,230,1,2
92,240,4,1
92,275,5,1
92,415,1,1
92,438,1,1
92,446,1,2
92,448,1,1
92,685,1,1
92,725,1,1
92,1288,4,1
92,1289,1,1
92,1290,1,1
92,1291,2,1
92,1292,5,2
92,1293,1,1
92,1294,5,1
92,1295,8,1
92,1296,5,1
92,1297,1,1
93,55,2,1
93,55,3,1
93,89,2,1
93,89,3,2
93,90,4,1
93,91,2,1
93,113,4,1
93,115,2,1
93,130,2,1
93,130,3,1
93,144,3,2
93,153,2,1
93,158,2,2
93,182,2,2
93,182,3,1
93,206,2,2
93,206,4,1
93,326,4,1
93,353,2,1
93,357,3,1
93,414,0,1
93,496,2,1
93,567,2,1
93,575,2,3
93,575,3,1
93,649,4,1
93,722,2,1
93,724,2,1
93,747,2,2
93,747,3,2
93,751,2,1
93,856,4,1
93,1284,2,1
93,1298,2,1
93,1298,3,1
93,1299,2,5
93,1300,2,1
93,1301,2,1
93,1302,4,1
93,1303,7,1
93,1304,2,1
93,1305,4,1
93,1306,2,1
93,1307,2,1
93,1308,4,1
93,1309,4,1
93,1310,0,1
93,1311,2,1
94,1,8,2
94,4,8,1
94,7,8,1
94,13,8,3
94,21,8,1
94,35,8,1
94,74,2,1
94,134,8,1
94,170,9,1
94,327,8,1
94,499,8,3
94,504,8,1
94,862,8,3
94,1041,2,1
94,1153,8,1
94,1312,8,1
94,1313,8,1
94,1314,8,1
94,1315,8,1
94,1316,9,1
94,1317,8,2
94,1318,8,1
94,1319,8,1
95,0,9,2
95,1,9,4
95,51,2,1
95,144,9,1
95,208,5,1
95,208,9,2
95,233,4,1
95,240,9,1
95,253,7,1
95,253,9,1
95,337,9,1
95,343,9,1
95,353,2,1
95,364,2,1
95,365,2,1
95,499,8,1
95,582,9,1
95,949,2,1
95,1320,7,1
95,1321,9,1
95,1322,2,1
95,1323,9,1
95,1324,9,1
96,4,3,1
96,4,7,2
96,10,3,1
96,40,3,1
96,130,3,2
96,182,3,2
96,188,3,1
96,250,3,1
96,357,3,1
96,375,3,1
96,424,3,2
96,564,2,1
96,645,5,1
96,1300,3,1
96,1325,3,1
96,1326,7,1
96,1327,7,1
96,1328,3,1
96,1329,4,1
96,1330,3,1
96,1331,3,1
96,1332,5,1
96,1333,7,1
97,0,9,3
97,2,9,2
97,9,9,4
97,20,8,1
97,61,1,3
97,73,1,3
97,73,9,1
97,90,1,1
97,121,9,1
97,130,3,1
97,130,9,2
97,170,9,1
97,182,3,3
97,206,1,1
97,287,1,4
97,300,9,1
97,404,9,1
97,516,1,4
97,549,1,1
97,613,1,3
97,658,1,1
97,685,1,3
97,685,9,2
97,1184,3,1
97,1334,1,3
97,1335,9,2
97,1336,8,1
97,1337,1,1
97,1338,1,2
97,1339,1,2
98,3,1,1
98,12,1,2
98,40,3,2
98,40,8,1
98,47,3,2
98,65,1,1
98,95,1,1
98,129,2,1
98,172,1,3
98,174,1,1
98,188,3,1
98,220,3,1
98,249,6,2
98,321,1,1
98,338,8,1
98,354,3,1
98,369,3,1
98,402,1,2
98,435,2,1
98,445,6,1
98,476,8,1
98,483,8,1
98,499,8,2
98,547,2,1
98,747,3,1
98,784,1,1
98,798,9,1
98,806,1,1
98,936,1,1
98,949,1,1
98,1014,1,2
98,1116,6,1
98,1340,1,2
98,1341,1,2
98,1342,8,1
98,1343,8,1
98,1344,9,1
98,1345,6,1
98,1346,1,1
98,1347,8,1
98,1348,6,1
98,1349,1,1
98,1350,3,1
98,1351,2,1
98,1352,1,1
98,1353,1,1
98,1354,1,1
98,1355,1,1
98,1356,1,1
99,6,1,1
99,47,3,9
99,48,3,3
99,55,3,1
99,97,3,2
99,151,3,1
99,227,3,1
99,234,4,1
99,250,3,1
99,282,3,1
99,319,4,1
99,453,1,1
99,609,3,1
99,641,1,1
99,745,3,1
99,753,3,1
99,930,3,1
99,1030,3,1
99,1071,4,1
99,1236,3,2
99,1243,4,2
99,1250,3,1
99,1357,3,4
99,1358,3,1
99,1359,3,1
99,1360,4,1
99,1361,6,1
99,1362,3,1
99,1363,4,1
99,1364,3,1
99,1365,4,1
99,1366,3,1
100,6,1,1
100,10,3,1
100,47,3,4
100,48,3,3
100,220,3,1
100,326,1,1
100,745,3,1
100,777,4,1
100,1288,3,1
100,1366,3,1
100,1367,3,1
100,1368,3,1
100,1369,3,1
100,1370,3,1
101,0,9,2
101,9,9,1
101,77,9,5
101,89,9,1
101,130,9,1
101,151,9,1
101,195,9,1
101,266,9,1
101,853,9,2
101,898,9,1
101,1270,9,1
101,1371,9,2
101,1372,9,1
101,1373,9,1
101,1374,9,1
101,1375,9,1
101,1376,9,1
101,1377,9,1
102,4,5,1
102,19,8,3
102,40,3,2
102,50,5,1
102,55,6,1
102,82,4,1
102,83,4,1
102,105,3,1
102,182,3,1
102,227,3,1
102,300,3,1
102,374,3,1
102,657,4,1
102,1378,5,1
102,1379,5,2
102,1380,5,2
102,1381,5,1
102,1382,3,1
102,1383,3,1
103,17,3,1
103,38,3,1
103,40,3,1
103,41,3,3
103,47,3,4
103,55,2,1
103,171,3,1
103,195,4,1
103,368,7,1
103,389,0,1
103,491,4,1
103,512,3,1
103,527,2,1
103,549,4,1
103,564,2,1
103,614,3,1
103,1155,4,1
103,1291,3,1
103,1384,3,2
103,1384,4,1
103,1385,3,1
103,1386,3,2
103,1387,3,1
103,1388,3,1
103,1389,3,1
103,1390,3,1
103,1391,3,1
104,24,3,1
104,34,3,1
104,40,3,2
104,47,3,2
104,48,3,2
104,435,3,1
104,609,3,1
104,886,3,1
104,1368,3,3
104,1392,3,1
104,1393,1,1
104,1394,4,1
104,1395,3,1
105,0,9,9
105,9,9,8
105,16,1,1
105,16,8,2
105,56,8,1
105,62,9,2
105,73,1,1
105,74,9,1
105,76,9,2
105,79,8,1
105,83,4,1
105,90,1,1
105,148,9,1
105,160,8,1
105,172,1,1
105,246,9,1
105,313,4,1
105,337,9,3
105,392,9,1
105,499,8,1
105,541,4,2
105,549,1,1
105,646,1,1
105,828,5,1
105,947,4,1
105,986,4,2
105,1003,3,1
105,1073,8,1
105,1184,1,1
105,1321,9,3
105,1363,4,1
105,1396,8,4
105,1397,4,1
105,1398,4,1
105,1399,4,1
105,1400,4,1
105,1401,4,1
105,1402,8,1
105,1403,4,1
105,1404,5,1
105,1405,9,1
105,1406,4,1
105,1407,3,1
105,1408,8,1
105,1409,9,1
105,1410,4,1
105,1411,9,1
105,1412,4,1
105,1413,9,1
105,1414,9,1
105,1415,3,1
105,1416,1,1
105,1417,1,1
106,0,9,1
106,9,9,1
106,17,6,1
106,81,9,4
106,113,4,1
106,142,9,2
106,230,4,1
106,230,9,1
106,443,9,1
106,513,1,1
106,648,1,1
106,1169,4,2
106,1169,9,1
106,1213,9,1
106,1418,9,1
106,1419,6,1
106,1420,1,1
106,1421,9,1
106,1422,6,1
106,1423,4,1
106,1424,1,1
107,30,4,1
107,40,3,2
107,41,3,3
107,42,3,1
107,43,3,1
107,47,3,2
107,65,1,1
107,83,4,1
107,91,3,1
107,102,3,1
107,144,3,1
107,281,3,1
107,374,3,1
107,402,1,1
107,564,8,1
107,571,1,1
107,653,3,1
107,1425,3,1
107,1426,3,1
107,1427,3,1
107,1428,3,1
107,1429,4,1
107,1430,1,1
108,40,3,6
108,47,3,3
108,89,3,1
108,110,3,1
108,113,0,1
108,130,3,1
108,316,8,1
108,375,3,1
108,464,3,1
108,595,8,2
108,806,1,1
108,806,8,1
108,1024,3,1
108,1099,8,1
108,1431,3,3
108,1432,3,1
108,1433,3,1
109,0,9,2
109,4,6,4
109,34,6,1
109,38,6,1
109,62,9,1
109,80,9,3
109,230,9,1
109,378,6,1
109,391,7,1
109,531,9,2
109,547,6,1
109,590,1,1
109,1210,6,1
109,1244,9,1
109,1434,5,1
109,1435,4,1
109,1436,4,1
109,1437,9,1
109,1438,6,1
109,1439,6,1
109,1440,5,1
109,1441,6,2
109,1442,6,1
109,1443,6,1
109,1444,6,1
109,1445,6,1
110,25,4,1
110,40,3,2
110,48,3,3
110,130,3,1
110,158,4,1
110,182,3,1
110,205,4,1
110,359,3,1
110,504,3,1
110,588,3,1
110,740,3,1
110,1071,4,1
110,1364,3,1
110,1392,3,2
110,1446,3,1
110,1447,3,1
110,1448,3,1
110,1449,5,1
110,1450,5,1
111,17,3,1
111,30,4,1
111,40,3,1
111,47,3,1
111,95,1,1
111,113,4,1
111,130,3,2
111,220,3,3
111,221,4,1
111,231,1,2
111,246,1,1
111,251,1,1
111,319,3,1
111,321,1,2
111,326,1,3
111,408,1,1
111,435,1,2
111,516,1,5
111,647,1,1
111,648,4,1
111,696,1,1
111,720,4,1
111,886,4,1
111,913,4,1
111,945,1,2
111,947,1,1
111,1063,1,1
111,1311,3,1
111,1451,1,1
111,1452,4,1
111,1453,4,1
111,1454,4,1
111,1455,1,1
111,1456,3,1
111,1457,1,1
112,4,3,1
112,4,8,2
112,10,3,1
112,19,8,1
112,40,3,3
112,41,3,1
112,42,3,1
112,43,3,1
112,47,3,2
112,62,3,1
112,87,1,1
112,130,3,1
112,188,3,1
112,281,3,1
112,316,1,1
112,321,1,1
112,375,3,1
112,464,3,3
112,500,3,2
112,685,1,1
112,1003,3,1
112,1328,3,1
112,1458,1,1
112,1459,3,2
112,1460,8,1
113,0,9,1
113,5,1,1
113,12,1,1
113,13,8,1
113,30,4,1
113,51,1,1
113,72,1,1
113,96,1,1
113,96,8,1
113,227,1,2
113,233,1,1
113,256,2,1
113,379,1,2
113,443,0,1
113,443,1,3
113,479,1,1
113,482,1,1
113,490,1,1
113,536,0,1
113,594,1,1
113,601,1,3
113,639,1,1
113,794,0,1
113,807,1,4
113,1024,1,1
113,1254,1,3
113,1308,1,1
113,1403,1,1
113,1461,1,5
113,1462,1,1
113,1463,1,3
113,1464,1,1
113,1465,4,1
113,1466,1,1
113,1467,1,1
113,1468,0,2
113,1469,7,1
113,1470,1,1
113,1471,1,1
114,10,3,2
114,18,2,1
114,23,2,2
114,34,6,1
114,40,3,2
114,41,3,1
114,55,2,1
114,65,2,5
114,65,3,1
114,89,3,1
114,104,3,1
114,109,2,1
114,117,2,1
114,119,2,1
114,130,2,3
114,130,3,3
114,152,2,1
