UserID,Country,Latitude,Longitude
4549478,India,20.593684,78.96288
8164098,India,20.593684,78.96288
4443912,India,20.593684,78.96288
1256197,India,20.593684,78.96288
857380,India,20.593684,78.96288
10263478,India,20.593684,78.96288
9833801,India,20.593684,78.96288
1305001,India,20.593684,78.96288
3938368,India,20.593684,78.96288
9501058,Indonesia,-0.789275,113.921327
6474291,Indonesia,-0.789275,113.921327
5718006,Indonesia,-0.789275,113.921327
1488274,Iran,32.427908,53.688046
1478273,Iran,32.427908,53.688046
4260559,Iran,32.427908,53.688046
487460,Iran,32.427908,53.688046
8246710,Iran,32.427908,53.688046
1939679,Iran,32.427908,53.688046
1780704,Iran,32.427908,53.688046
3392589,Iraq,33.223191,43.679291
9904551,Ireland,53.1423672,-7.6920536
2569186,Ireland,53.1423672,-7.6920536
6654475,Ireland,53.1423672,-7.6920536
4375446,Ireland,53.1423672,-7.6920536
4556403,Ireland,53.1423672,-7.6920536
2851909,Ireland,53.1423672,-7.6920536
4630892,Israel,31.046051,34.851612
7917629,Israel,31.046051,34.851612
2274300,Israel,31.046051,34.851612
1833272,Israel,31.046051,34.851612
1346009,Italy,41.87194,12.56738
5629339,Italy,41.87194,12.56738
1524712,Italy,41.87194,12.56738
2405663,Italy,41.87194,12.56738
2244186,Italy,41.87194,12.56738
2274686,Italy,41.87194,12.56738
4477745,Italy,41.87194,12.56738
2473158,Italy,41.87194,12.56738
867848,Italy,41.87194,12.56738
7173914,Italy,41.87194,12.56738
5079941,Japan,36.204824,138.252924
2353706,Japan,36.204824,138.252924
6759485,Japan,36.204824,138.252924
6275851,Japan,36.204824,138.252924
5065866,Japan,36.204824,138.252924
10999889,Japan,36.204824,138.252924
1528225,Kenya,-0.023559,37.906193
251840,Kenya,-0.023559,37.906193
5052677,Lebanon,33.854721,35.862285
3707713,Lebanon,33.854721,35.862285
1794896,Lithuania,55.169438,23.881275
380837,Lithuania,55.169438,23.881275
2821108,Lithuania,55.169438,23.881275
2562173,Macedonia,41.608635,21.745275
1641661,Malaysia,4.210484,101.975766
8224215,Malaysia,4.210484,101.975766
6801587,Mexico,23.634501,-102.552784
11145408,Mexico,23.634501,-102.552784
9922172,Mexico,23.634501,-102.552784
1213229,Mexico,23.634501,-102.552784
3712752,Mexico,23.634501,-102.552784
9689345,Mexico,23.634501,-102.552784
